Психологический триллер Twin Mirror от авторов Life is Strange обрёл дату релиза и новый трейлер,https://stopgame.ru/newsdata/44796,15 сентября 2020г., 4
Системные требования и список настроек Mafia: Definitive Edition,https://stopgame.ru/newsdata/44795,15 сентября 2020г., 5
Rocket League станет условно-бесплатной 23 сентября,https://stopgame.ru/newsdata/44794,15 сентября 2020г.,
Amnesia: Rebirth появится на PC и PS4 уже 20 октября. Открыт сбор предзаказов,https://stopgame.ru/newsdata/44793,15 сентября 2020г., 11
Системные требования Watch Dogs: Legion,https://stopgame.ru/newsdata/44792,15 сентября 2020г., 15
Создатели «Ведьмака 3» и Cyberpunk 2077 готовят The Invincible — триллер по мотивам книги Станислава Лема,https://stopgame.ru/newsdata/44791,15 сентября 2020г., 14
Отечественная тактика «Партизаны 1941» запустится 14 октября,https://stopgame.ru/newsdata/44790,15 сентября 2020г., 6
"Новый античит, вариации раундов и повышенная стабильность — межсезонный апдейт для Fall Guys",https://stopgame.ru/newsdata/44789,15 сентября 2020г., 1
Киберпанковый паркур-экшен Ghostrunner выйдет 27 октября,https://stopgame.ru/newsdata/44788,15 сентября 2020г., 5
Пуля не дура — трейлер Sniper: Ghost Warrior Contracts 2,https://stopgame.ru/newsdata/44787,15 сентября 2020г., 2
DOOM 64 получит ограниченное коллекционное издание с металлическим картриджем,https://stopgame.ru/newsdata/44786,15 сентября 2020г., 7
Большое обновление и платные DLC — авторы Risk of Rain 2 рассказали о будущем игры,https://stopgame.ru/newsdata/44785,15 сентября 2020г., 8
Пустошь для всех — Fallout 76 вот-вот получит новое глобальное обновление,https://stopgame.ru/newsdata/44784,15 сентября 2020г., 19
Ubisoft переименовала Gods & Monsters из-за энергетика Monster Energy [Ubisoft опровергает],https://stopgame.ru/newsdata/44783,15 сентября 2020г., 26
Прямоходящий крокодил и отсылки к Hotline Miami в новом трейлере Fallout: Miami,https://stopgame.ru/newsdata/44782,15 сентября 2020г., 8
Call of Duty League переедет на PC — но спортсменам не позволят использовать клавиатуру и мышь,https://stopgame.ru/newsdata/44781,15 сентября 2020г., 12
Bloomberg: Sony урезала план по производству PlayStation 5 [Sony опровергает],https://stopgame.ru/newsdata/44780,15 сентября 2020г., 38
«Трагические века» в Civilization VI настанут 24 сентября,,15 сентября 2020г., 3
Electronic Arts переименовывает Origin в EA Desktop,https://stopgame.ru/newsdata/44778,15 сентября 2020г., 18
Тысячи лет в кооперативе и миллионы самоубийств гранатами — статистика Borderlands 3,https://stopgame.ru/newsdata/44777,15 сентября 2020г., 7
